Entry	Entry name	Gene names
Q2M2I8	AAK1_HUMAN	AAK1 KIAA1048
A0A096LNZ0	A0A096LNZ0_HUMAN	AAK1
A0A096LP25	A0A096LP25_HUMAN	AAK1
A0A096LP60	A0A096LP60_HUMAN	AAK1
B7ZLC4	B7ZLC4_HUMAN	AAK1
D6W5G0	D6W5G0_HUMAN	AAK1 hCG_1776993
E9PG46	E9PG46_HUMAN	AAK1
L0R804	L0R804_HUMAN	AAK1
Q9BUD9	Q9BUD9_HUMAN	AAK1
Q9NRN7	ADPPT_HUMAN	AASDHPPT CGI-80 HAH-P HSPC223 x0005
E9PLW6	E9PLW6_HUMAN	AASDHPPT
E9PNF3	E9PNF3_HUMAN	AASDHPPT
Q9NY61	AATF_HUMAN	AATF CHE1 DED HSPC277
A0A087WTH8	A0A087WTH8_HUMAN	AATF
A0A087WW41	A0A087WW41_HUMAN	AATF
A0A087WWS8	A0A087WWS8_HUMAN	AATF
A0A0J9YWE9	A0A0J9YWE9_HUMAN	AATF
A0A7P0T868	A0A7P0T868_HUMAN	AATF
A0A7P0TAR0	A0A7P0TAR0_HUMAN	AATF
A0A7P0TBG4	A0A7P0TBG4_HUMAN	AATF
A0A7P0TBI0	A0A7P0TBI0_HUMAN	AATF
A0A7P0Z434	A0A7P0Z434_HUMAN	AATF
A0A7P0Z4N2	A0A7P0Z4N2_HUMAN	AATF
A0A7P0Z4P2	A0A7P0Z4P2_HUMAN	AATF
Q86UQ4	ABCAD_HUMAN	ABCA13
A0A0A0MT16	A0A0A0MT16_HUMAN	ABCA13
F5H7B7	F5H7B7_HUMAN	ABCA13
H0Y4D2	H0Y4D2_HUMAN	ABCA13
H7BZI9	H7BZI9_HUMAN	ABCA13
H7C0U5	H7C0U5_HUMAN	ABCA13
L8E9N5	L8E9N5_HUMAN	ABCA13
P78363	ABCA4_HUMAN	ABCA4 ABCR
A0A3B3IRV8	A0A3B3IRV8_HUMAN	ABCA4
F6TT59	F6TT59_HUMAN	ABCA4
P08183	MDR1_HUMAN	ABCB1 MDR1 PGY1
A1L471	A1L471_HUMAN	ABCB1
A4D1D2	A4D1D2_HUMAN	ABCB1 hCG_20818 tcag7.316
A8E2S6	A8E2S6_HUMAN	ABCB1
B5U2G4	B5U2G4_HUMAN	ABCB1
E7EWT8	E7EWT8_HUMAN	ABCB1
F4ZUQ5	F4ZUQ5_HUMAN	ABCB1
F4ZUT2	F4ZUT2_HUMAN	ABCB1
F4ZUV0	F4ZUV0_HUMAN	ABCB1
F4ZUV4	F4ZUV4_HUMAN	ABCB1
F4ZUX9	F4ZUX9_HUMAN	ABCB1
F4ZUY5	F4ZUY5_HUMAN	ABCB1
F4ZV79	F4ZV79_HUMAN	ABCB1
Q6TBL4	Q6TBL4_HUMAN	ABCB1
Q2M3G0	ABCB5_HUMAN	ABCB5
A0ASV4	A0ASV4_HUMAN	ABCB5
H7C165	H7C165_HUMAN	ABCB5
Q9NP78	ABCB9_HUMAN	ABCB9 KIAA1520
A0A024RBU1	A0A024RBU1_HUMAN	ABCB9 hCG_33190
F5GX86	F5GX86_HUMAN	ABCB9
F5GXZ5	F5GXZ5_HUMAN	ABCB9
F5GYI2	F5GYI2_HUMAN	ABCB9
F5H0G0	F5H0G0_HUMAN	ABCB9
F5H4Y2	F5H4Y2_HUMAN	ABCB9
F5H5F9	F5H5F9_HUMAN	ABCB9
F5H5I5	F5H5I5_HUMAN	ABCB9
F5H5Q0	F5H5Q0_HUMAN	ABCB9
F5H7U2	F5H7U2_HUMAN	ABCB9
H7C478	H7C478_HUMAN	ABCB9
Q6P2Q0	Q6P2Q0_HUMAN	ABCB9
O15439	MRP4_HUMAN	ABCC4 MOATB MRP4
A0A2R8Y5Z3	A0A2R8Y5Z3_HUMAN	ABCC4
A0A2R8Y6V8	A0A2R8Y6V8_HUMAN	ABCC4
A0A2R8YDC1	A0A2R8YDC1_HUMAN	ABCC4
A0A2R8YDG7	A0A2R8YDG7_HUMAN	ABCC4
A0A5C0NTB8	A0A5C0NTB8_HUMAN	ABCC4
Q8IUA3	Q8IUA3_HUMAN	ABCC4 hCG_2039665
Q8IWU1	Q8IWU1_HUMAN	ABCC4 hCG_2039665
O95255	MRP6_HUMAN	ABCC6 ARA MRP6
A0A0G2JMG3	A0A0G2JMG3_HUMAN	ABCC6
A0A0J9YVW5	A0A0J9YVW5_HUMAN	ABCC6
A0A1W2PPQ8	A0A1W2PPQ8_HUMAN	ABCC6
A0A804HJ04	A0A804HJ04_HUMAN	ABCC6
A0A8C8Q0G8	A0A8C8Q0G8_HUMAN	ABCC6
I3L1Z6	I3L1Z6_HUMAN	ABCC6
P28288	ABCD3_HUMAN	ABCD3 PMP70 PXMP1
A0A3B3ITW3	A0A3B3ITW3_HUMAN	ABCD3
P45844	ABCG1_HUMAN	ABCG1 ABC8 WHT1
C9JKD9	C9JKD9_HUMAN	ABCG1
E9PGV9	E9PGV9_HUMAN	ABCG1
Q7L211	ABHDD_HUMAN	ABHD13 C13orf6
A0A024RDX1	A0A024RDX1_HUMAN	ABHD13 hCG_1651912
Q9BUJ0	ABHEA_HUMAN	ABHD14A UNQ1913/PRO4373
C9IYJ8	C9IYJ8_HUMAN	ABHD14A
C9J7W8	C9J7W8_HUMAN	ABHD14A
C9JMW6	C9JMW6_HUMAN	ABHD14A
K7N7A0	K7N7A0_HUMAN	ABHD14A
Q96I13	ABHD8_HUMAN	ABHD8
B2C6G3	B2C6G3_HUMAN	ABHD8 hCG_37664
M0QX40	M0QX40_HUMAN	ABHD8
M0QZA8	M0QZA8_HUMAN	ABHD8
P00519	ABL1_HUMAN	ABL1 ABL JTK7
A0A024R8E2	A0A024R8E2_HUMAN	ABL1 hCG_28416
Q13688	Q13688_HUMAN	ABL1
Q13689	Q13689_HUMAN	ABL1
Q13691	Q13691_HUMAN	ABL1
Q13914	Q13914_HUMAN	ABL1
Q13915	Q13915_HUMAN	ABL1
Q3B836	Q3B836_HUMAN	ABL1
Q3B837	Q3B837_HUMAN	ABL1
Q86Y36	Q86Y36_HUMAN	ABL1
R4GRW0	R4GRW0_HUMAN	ABL1
P42684	ABL2_HUMAN	ABL2 ABLL ARG
Q6H8Q1	ABLM2_HUMAN	ABLIM2 KIAA1808
A0A7I2V5G9	A0A7I2V5G9_HUMAN	ABLIM2
D6RAL0	D6RAL0_HUMAN	ABLIM2
F5GYR0	F5GYR0_HUMAN	ABLIM2
Q19VH1	Q19VH1_HUMAN	ABLIM2
Q4W5G4	Q4W5G4_HUMAN	ABLIM2
Q12979	ABR_HUMAN	ABR
A0A0D9SGD7	A0A0D9SGD7_HUMAN	ABR
A0A0G2JQ41	A0A0G2JQ41_HUMAN	ABR
A0A0G2JQB5	A0A0G2JQB5_HUMAN	ABR
A0A0G2JQM3	A0A0G2JQM3_HUMAN	ABR
A0A0G2JQT5	A0A0G2JQT5_HUMAN	ABR
A0A0G2JRC2	A0A0G2JRC2_HUMAN	ABR
A0A0G2JRJ1	A0A0G2JRJ1_HUMAN	ABR
A0A0G2JRW2	A0A0G2JRW2_HUMAN	ABR
A0A0G2JSE0	A0A0G2JSE0_HUMAN	ABR
A0A1C7CYZ0	A0A1C7CYZ0_HUMAN	ABR
B7Z683	B7Z683_HUMAN	ABR
I3L0R7	I3L0R7_HUMAN	ABR
I3L1U8	I3L1U8_HUMAN	ABR
I3L259	I3L259_HUMAN	ABR
I3L2C0	I3L2C0_HUMAN	ABR
I3L2L3	I3L2L3_HUMAN	ABR
I3L2P5	I3L2P5_HUMAN	ABR
I3L379	I3L379_HUMAN	ABR
I3L3W0	I3L3W0_HUMAN	ABR
I3L4Y1	I3L4Y1_HUMAN	ABR
I3NI05	I3NI05_HUMAN	ABR
Q8N0Z2	ABRA_HUMAN	ABRA
Q13085	ACACA_HUMAN	ACACA ACAC ACC1 ACCA
A0A087WVR6	A0A087WVR6_HUMAN	ACACA
A0A087WWN5	A0A087WWN5_HUMAN	ACACA
A0A087WYK6	A0A087WYK6_HUMAN	ACACA
A0A087WYS8	A0A087WYS8_HUMAN	ACACA
A0A087X0W4	A0A087X0W4_HUMAN	ACACA
A0A087X126	A0A087X126_HUMAN	ACACA
A0A087X2F8	A0A087X2F8_HUMAN	ACACA
A0A0C4DGT1	A0A0C4DGT1_HUMAN	ACACA
L8EAV0	L8EAV0_HUMAN	ACACA
Q59FY4	Q59FY4_HUMAN	ACACA
Q7Z5W8	Q7Z5W8_HUMAN	ACACA
Q6JQN1	ACD10_HUMAN	ACAD10
D6RFF6	D6RFF6_HUMAN	ACAD10
F8VXK4	F8VXK4_HUMAN	ACAD10
F8W0Q4	F8W0Q4_HUMAN	ACAD10
F8W179	F8W179_HUMAN	ACAD10
F8W1A9	F8W1A9_HUMAN	ACAD10
F8W1I9	F8W1I9_HUMAN	ACAD10
P45954	ACDSB_HUMAN	ACADSB
A0A0S2Z374	A0A0S2Z374_HUMAN	ACADSB
A0A0S2Z3P9	A0A0S2Z3P9_HUMAN	ACADSB
Q96P50	ACAP3_HUMAN	ACAP3 CENTB5 KIAA1716
F8W850	F8W850_HUMAN	ACAP3
Q8N2W2	Q8N2W2_HUMAN	ACAP3
Q8WTZ1	Q8WTZ1_HUMAN	ACAP3
Q5T8D3	ACBD5_HUMAN	ACBD5 KIAA1996
A0A087X0B8	A0A087X0B8_HUMAN	ACBD5
A0A7I2V2M2	A0A7I2V2M2_HUMAN	ACBD5
A0A7I2V2R8	A0A7I2V2R8_HUMAN	ACBD5
A0A7I2V2Y9	A0A7I2V2Y9_HUMAN	ACBD5
A0A7I2V347	A0A7I2V347_HUMAN	ACBD5 hCG_25243
A0A7I2V420	A0A7I2V420_HUMAN	ACBD5
A0A7I2V462	A0A7I2V462_HUMAN	ACBD5
A0A7I2V556	A0A7I2V556_HUMAN	ACBD5
A0A7I2V560	A0A7I2V560_HUMAN	ACBD5
A0A7I2V5E1	A0A7I2V5E1_HUMAN	ACBD5
A0A7I2V5L4	A0A7I2V5L4_HUMAN	ACBD5
A0A7I2V5U2	A0A7I2V5U2_HUMAN	ACBD5
A0A7I2V690	A0A7I2V690_HUMAN	ACBD5
A0A7I2YQD7	A0A7I2YQD7_HUMAN	ACBD5
A0A7I2YQE9	A0A7I2YQE9_HUMAN	ACBD5
A0A7I2YQJ9	A0A7I2YQJ9_HUMAN	ACBD5
A0A7I2YQS1	A0A7I2YQS1_HUMAN	ACBD5
B7Z2R7	B7Z2R7_HUMAN	ACBD5
Q5T8E0	Q5T8E0_HUMAN	ACBD5
X6RDD7	X6RDD7_HUMAN	ACBD5
Q9BR61	ACBD6_HUMAN	ACBD6
A0A024R949	A0A024R949_HUMAN	ACBD6 hCG_24482
A0A2R8Y544	A0A2R8Y544_HUMAN	ACBD6
P12821	ACE_HUMAN	ACE DCP DCP1
A0A0A0MSN4	A0A0A0MSN4_HUMAN	ACE
D3DU13	D3DU13_HUMAN	ACE hCG_41821
I3UJJ7	I3UJJ7_HUMAN	ACE
I6L9B3	I6L9B3_HUMAN	ACE
J3KRH5	J3KRH5_HUMAN	ACE
J3KS28	J3KS28_HUMAN	ACE
J3KSQ5	J3KSQ5_HUMAN	ACE
J3KTB8	J3KTB8_HUMAN	ACE
J3KTH9	J3KTH9_HUMAN	ACE
J3QLR4	J3QLR4_HUMAN	ACE
J3QSC7	J3QSC7_HUMAN	ACE
Q1KSD9	Q1KSD9_HUMAN	ACE
Q1KSG0	Q1KSG0_HUMAN	ACE
Q3KRI4	Q3KRI4_HUMAN	ACE
Q3KRI5	Q3KRI5_HUMAN	ACE
X4Y8J8	X4Y8J8_HUMAN	ACE
Q9NUN7	ACER3_HUMAN	ACER3 APHC PHCA
A0A7P0T836	A0A7P0T836_HUMAN	ACER3
A0A7P0T842	A0A7P0T842_HUMAN	ACER3
A0A7P0T8K3	A0A7P0T8K3_HUMAN	ACER3
A0A7P0T912	A0A7P0T912_HUMAN	ACER3
A0A7P0TAD8	A0A7P0TAD8_HUMAN	ACER3
A0A7P0TAT0	A0A7P0TAT0_HUMAN	ACER3
A0A7P0Z4N4	A0A7P0Z4N4_HUMAN	ACER3
B7Z2Q2	B7Z2Q2_HUMAN	ACER3
B7Z2V2	B7Z2V2_HUMAN	ACER3
E9PIN9	E9PIN9_HUMAN	ACER3
E9PKR3	E9PKR3_HUMAN	ACER3
E9PL35	E9PL35_HUMAN	ACER3
E9PLZ9	E9PLZ9_HUMAN	ACER3
E9PR08	E9PR08_HUMAN	ACER3
J3KN85	J3KN85_HUMAN	ACER3
L8E8G3	L8E8G3_HUMAN	ACER3
Q9NPJ3	ACO13_HUMAN	ACOT13 THEM2 HT012 PNAS-27
P49753	ACOT2_HUMAN	ACOT2 PTE2 PTE2A
A0A087WT95	A0A087WT95_HUMAN	ACOT2
A0A087X0W7	A0A087X0W7_HUMAN	ACOT2
F6VI00	F6VI00_HUMAN	ACOT2
O00154	BACH_HUMAN	ACOT7 BACH
K7EKP8	K7EKP8_HUMAN	ACOT7
Q9NUZ1	ACOXL_HUMAN	ACOXL
A0A0C4DG10	A0A0C4DG10_HUMAN	ACOXL
A0A7I2V3X2	A0A7I2V3X2_HUMAN	ACOXL
C9JQI3	C9JQI3_HUMAN	ACOXL
H7C0A6	H7C0A6_HUMAN	ACOXL
H7C2M3	H7C2M3_HUMAN	ACOXL
H7C345	H7C345_HUMAN	ACOXL
Q6ZNF0	ACP7_HUMAN	ACP7 PAPL PAPL1
M0QXC1	M0QXC1_HUMAN	ACP7
M0QYV2	M0QYV2_HUMAN	ACP7
M0R045	M0R045_HUMAN	ACP7
Q96GR2	ACBG1_HUMAN	ACSBG1 BGM KIAA0631 LPD
F5H4U6	F5H4U6_HUMAN	ACSBG1
H0YM34	H0YM34_HUMAN	ACSBG1
H0YMC3	H0YMC3_HUMAN	ACSBG1
H0YMF5	H0YMF5_HUMAN	ACSBG1
H0YMH2	H0YMH2_HUMAN	ACSBG1
H0YMZ0	H0YMZ0_HUMAN	ACSBG1
H0YNX0	H0YNX0_HUMAN	ACSBG1
Q5FVE4	ACBG2_HUMAN	ACSBG2 BGR UNQ2443/PRO5005
A0A7P0Z4L8	A0A7P0Z4L8_HUMAN	ACSBG2
K7EKE4	K7EKE4_HUMAN	ACSBG2
K7EL11	K7EL11_HUMAN	ACSBG2
K7EMB4	K7EMB4_HUMAN	ACSBG2
K7ERT0	K7ERT0_HUMAN	ACSBG2
K7ESC8	K7ESC8_HUMAN	ACSBG2
K7ESF1	K7ESF1_HUMAN	ACSBG2
Q9UKU0	ACSL6_HUMAN	ACSL6 ACS2 FACL6 KIAA0837 LACS5
A0A494BZW8	A0A494BZW8_HUMAN	ACSL6
A0A494C005	A0A494C005_HUMAN	ACSL6
A0A494C046	A0A494C046_HUMAN	ACSL6
A0A494C0A5	A0A494C0A5_HUMAN	ACSL6
A0A494C0B6	A0A494C0B6_HUMAN	ACSL6
A0A494C0D5	A0A494C0D5_HUMAN	ACSL6
A0A494C0J9	A0A494C0J9_HUMAN	ACSL6
A0A494C0V0	A0A494C0V0_HUMAN	ACSL6
A0A494C1I9	A0A494C1I9_HUMAN	ACSL6
A0A499FJL5	A0A499FJL5_HUMAN	ACSL6
C9J3Z0	C9J3Z0_HUMAN	ACSL6
C9J4I1	C9J4I1_HUMAN	ACSL6
C9J8C7	C9J8C7_HUMAN	ACSL6
C9JK59	C9JK59_HUMAN	ACSL6
C9JPA5	C9JPA5_HUMAN	ACSL6
C9JT10	C9JT10_HUMAN	ACSL6
D3DQ84	D3DQ84_HUMAN	ACSL6 hCG_23478
E7ERD7	E7ERD7_HUMAN	ACSL6
Q9H6R3	ACSS3_HUMAN	ACSS3
A0A0B4J1R2	A0A0B4J1R2_HUMAN	ACSS3 FLJ21963 hCG_23730
F8VZB4	F8VZB4_HUMAN	ACSS3
H0YII9	H0YII9_HUMAN	ACSS3
P12814	ACTN1_HUMAN	ACTN1
A0A024R694	A0A024R694_HUMAN	ACTN1 hCG_22243
A0A7I2V4Y4	A0A7I2V4Y4_HUMAN	ACTN1
A0A804HII9	A0A804HII9_HUMAN	ACTN1
A0A804HIN7	A0A804HIN7_HUMAN	ACTN1
A0A804HIY0	A0A804HIY0_HUMAN	ACTN1
A0A804HJN7	A0A804HJN7_HUMAN	ACTN1
A0A804HJQ9	A0A804HJQ9_HUMAN	ACTN1
A0A804HJU8	A0A804HJU8_HUMAN	ACTN1
A0A804HK61	A0A804HK61_HUMAN	ACTN1
A0A804HKE2	A0A804HKE2_HUMAN	ACTN1
A0A804HL31	A0A804HL31_HUMAN	ACTN1
A0A804HLD0	A0A804HLD0_HUMAN	ACTN1
A0A804HLF4	A0A804HLF4_HUMAN	ACTN1
A1L0V1	A1L0V1_HUMAN	ACTN1
G3V2E8	G3V2E8_HUMAN	ACTN1
G3V2N5	G3V2N5_HUMAN	ACTN1
G3V2W4	G3V2W4_HUMAN	ACTN1
G3V2X9	G3V2X9_HUMAN	ACTN1
G3V380	G3V380_HUMAN	ACTN1
G3V5M4	G3V5M4_HUMAN	ACTN1
H0YJ11	H0YJ11_HUMAN	ACTN1
H0YJW3	H0YJW3_HUMAN	ACTN1
H7C5W8	H7C5W8_HUMAN	ACTN1
H9KV75	H9KV75_HUMAN	ACTN1
Q5ZEZ4	Q5ZEZ4_HUMAN	ACTN1
P35609	ACTN2_HUMAN	ACTN2
A0A494C031	A0A494C031_HUMAN	ACTN2
A0A494C033	A0A494C033_HUMAN	ACTN2
A0A494C060	A0A494C060_HUMAN	ACTN2
A0A494C0Q3	A0A494C0Q3_HUMAN	ACTN2
A0A494C166	A0A494C166_HUMAN	ACTN2
A0A494C1A0	A0A494C1A0_HUMAN	ACTN2
A0A7R6M6R8	A0A7R6M6R8_HUMAN	ACTN2
A0A7R6M6U5	A0A7R6M6U5_HUMAN	ACTN2
A0A7R6M8F2	A0A7R6M8F2_HUMAN	ACTN2
A0A7R6M8N0	A0A7R6M8N0_HUMAN	ACTN2
A0A7R6M8N3	A0A7R6M8N3_HUMAN	ACTN2
A0A804HI95	A0A804HI95_HUMAN	ACTN2
A0A804HKG0	A0A804HKG0_HUMAN	ACTN2
O43707	ACTN4_HUMAN	ACTN4
A0A0S2Z3C0	A0A0S2Z3C0_HUMAN	ACTN4
A0A0S2Z3G1	A0A0S2Z3G1_HUMAN	ACTN4
A0A0S2Z3G9	A0A0S2Z3G9_HUMAN	ACTN4
A0A0S2Z3X3	A0A0S2Z3X3_HUMAN	ACTN4
F5GXS2	F5GXS2_HUMAN	ACTN4 hCG_1996371
H7C144	H7C144_HUMAN	ACTN4
K7EP19	K7EP19_HUMAN	ACTN4
Q96BG6	Q96BG6_HUMAN	ACTN4
P61163	ACTZ_HUMAN	ACTR1A CTRN1
A0A1B0GVS3	A0A1B0GVS3_HUMAN	ACTR1A
R4GMT0	R4GMT0_HUMAN	ACTR1A
Q9P1U1	ARP3B_HUMAN	ACTR3B ARP11 ARP4
Q9C0K3	ARP3C_HUMAN	ACTR3C ARP11
A0A087WY14	A0A087WY14_HUMAN	ACTR3C
A0A0A0MTI9	A0A0A0MTI9_HUMAN	ACTR3C
C9IZN3	C9IZN3_HUMAN	ACTR3C
C9J580	C9J580_HUMAN	ACTR3C
H7C4J1	H7C4J1_HUMAN	ACTR3C
Q9H9F9	ARP5_HUMAN	ACTR5 ARP5
Q13444	ADA15_HUMAN	ADAM15 MDC15
Q9H013	ADA19_HUMAN	ADAM19 MLTNB FKSG34
E5RIS2	E5RIS2_HUMAN	ADAM19
H0YC66	H0YC66_HUMAN	ADAM19
Q8TBU7	Q8TBU7_HUMAN	ADAM19
Q9BZ11	ADA33_HUMAN	ADAM33 C20orf153 UNQ873/PRO1891
A2A2L3	A2A2L3_HUMAN	ADAM33 hCG_39255
Q08AM2	Q08AM2_HUMAN	ADAM33
Q08AM3	Q08AM3_HUMAN	ADAM33
Q6P5U4	Q6P5U4_HUMAN	ADAM33
Q8N6B9	Q8N6B9_HUMAN	ADAM33
Q8N8Z9	Q8N8Z9_HUMAN	ADAM33 hCG_39255
O15204	ADEC1_HUMAN	ADAMDEC1
E5RK05	E5RK05_HUMAN	ADAMDEC1
Q9H324	ATS10_HUMAN	ADAMTS10
A0A0A0MQW6	A0A0A0MQW6_HUMAN	ADAMTS10
L0R574	L0R574_HUMAN	ADAMTS10
M0QY12	M0QY12_HUMAN	ADAMTS10
M0QY36	M0QY36_HUMAN	ADAMTS10
P58397	ATS12_HUMAN	ADAMTS12 UNQ1918/PRO4389
A0A0G2JRM9	A0A0G2JRM9_HUMAN	ADAMTS12
D6REX0	D6REX0_HUMAN	ADAMTS12
Q8WXS8	ATS14_HUMAN	ADAMTS14
Q8TE59	ATS19_HUMAN	ADAMTS19
A0A1X7SBR9	A0A1X7SBR9_HUMAN	ADAMTS19
D6R9M2	D6R9M2_HUMAN	ADAMTS19
H0Y8Y0	H0Y8Y0_HUMAN	ADAMTS19
P59510	ATS20_HUMAN	ADAMTS20
E9PBD5	E9PBD5_HUMAN	ADAMTS20
G3V1X8	G3V1X8_HUMAN	ADAMTS20 hCG_39495
H0YHN3	H0YHN3_HUMAN	ADAMTS20
L0R6C0	L0R6C0_HUMAN	ADAMTS20
O15072	ATS3_HUMAN	ADAMTS3 KIAA0366
Q96AY5	Q96AY5_HUMAN	ADAMTS3
P78563	RED1_HUMAN	ADARB1 ADAR2 DRADA2 RED1
A0A0A0MSG8	A0A0A0MSG8_HUMAN	ADARB1
Q9NS39	RED2_HUMAN	ADARB2 ADAR3 RED2
A4VCH5	A4VCH5_HUMAN	ADARB2
Q5VW43	Q5VW43_HUMAN	ADARB2
Q86X17	Q86X17_HUMAN	ADARB2
Q86TW2	ADCK1_HUMAN	ADCK1
F8W9Q8	F8W9Q8_HUMAN	ADCK1
G3V3J2	G3V3J2_HUMAN	ADCK1
G3V426	G3V426_HUMAN	ADCK1
Q08462	ADCY2_HUMAN	ADCY2 KIAA1060
D6REB8	D6REB8_HUMAN	ADCY2
H0YA58	H0YA58_HUMAN	ADCY2
Q7RTV6	Q7RTV6_HUMAN	ADCY2
O60266	ADCY3_HUMAN	ADCY3 KIAA0511
A0A0A0MSC1	A0A0A0MSC1_HUMAN	ADCY3
B7ZLX9	B7ZLX9_HUMAN	ADCY3
C9J969	C9J969_HUMAN	ADCY3
C9JLX3	C9JLX3_HUMAN	ADCY3
C9JYB5	C9JYB5_HUMAN	ADCY3
H7C1A6	H7C1A6_HUMAN	ADCY3
U3KQ91	U3KQ91_HUMAN	ADCY3
U3KQR1	U3KQR1_HUMAN	ADCY3
O95622	ADCY5_HUMAN	ADCY5
B3KWA8	B3KWA8_HUMAN	ADCY5
C9JQ38	C9JQ38_HUMAN	ADCY5
C9JRT8	C9JRT8_HUMAN	ADCY5
F8WBM0	F8WBM0_HUMAN	ADCY5
O60503	ADCY9_HUMAN	ADCY9 KIAA0520
I3L300	I3L300_HUMAN	ADCY9
I3L342	I3L342_HUMAN	ADCY9
I3NI20	I3NI20_HUMAN	ADCY9
L0R6C2	L0R6C2_HUMAN	ADCY9
P35612	ADDB_HUMAN	ADD2 ADDB
A0A1C7CYY0	A0A1C7CYY0_HUMAN	ADD2
C9J080	C9J080_HUMAN	ADD2
C9J299	C9J299_HUMAN	ADD2
C9JJK3	C9JJK3_HUMAN	ADD2
C9JTM0	C9JTM0_HUMAN	ADD2
Q05DK5	Q05DK5_HUMAN	ADD2
Q8N7X0	ADGB_HUMAN	ADGB C6orf103 CAPN7L
A0A7P0T963	A0A7P0T963_HUMAN	ADGB hCG_1812738
E5RFN4	E5RFN4_HUMAN	ADGB
E5RG76	E5RG76_HUMAN	ADGB
E5RGD1	E5RGD1_HUMAN	ADGB
E5RIM8	E5RIM8_HUMAN	ADGB
F8W7W4	F8W7W4_HUMAN	ADGB
H0Y334	H0Y334_HUMAN	ADGB
H0YBE5	H0YBE5_HUMAN	ADGB
H0YC38	H0YC38_HUMAN	ADGB
Q8IWK6	AGRA3_HUMAN	ADGRA3 GPR125 UNQ556/PRO1113
D6RDX4	D6RDX4_HUMAN	ADGRA3
D6RER4	D6RER4_HUMAN	ADGRA3
O14514	AGRB1_HUMAN	ADGRB1 BAI1
A0A2R8Y5M7	A0A2R8Y5M7_HUMAN	ADGRB1
E5RG74	E5RG74_HUMAN	ADGRB1
Q6QNK2	AGRD1_HUMAN	ADGRD1 GPR133 PGR25
A0A087WYZ5	A0A087WYZ5_HUMAN	ADGRD1
F5H7I3	F5H7I3_HUMAN	ADGRD1
H0Y2U9	H0Y2U9_HUMAN	ADGRD1
Q8IZF5	AGRF3_HUMAN	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000
A0A494C083	A0A494C083_HUMAN	ADGRF3
C9JSE8	C9JSE8_HUMAN	ADGRF3
F8WE87	F8WE87_HUMAN	ADGRF3
Q8IZF2	AGRF5_HUMAN	ADGRF5 GPR116 KIAA0758
Q9Y653	AGRG1_HUMAN	ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083
A0A1B0GX62	A0A1B0GX62_HUMAN	ADGRG1
A0A5F9ZH94	A0A5F9ZH94_HUMAN	ADGRG1
A0A5F9ZHT7	A0A5F9ZHT7_HUMAN	ADGRG1
H3BM73	H3BM73_HUMAN	ADGRG1
H3BMC2	H3BMC2_HUMAN	ADGRG1
H3BMF8	H3BMF8_HUMAN	ADGRG1
H3BMY9	H3BMY9_HUMAN	ADGRG1
H3BNH4	H3BNH4_HUMAN	ADGRG1
H3BNN3	H3BNN3_HUMAN	ADGRG1
H3BP67	H3BP67_HUMAN	ADGRG1
H3BP94	H3BP94_HUMAN	ADGRG1
H3BPA6	H3BPA6_HUMAN	ADGRG1
H3BPC0	H3BPC0_HUMAN	ADGRG1
H3BQ11	H3BQ11_HUMAN	ADGRG1
H3BQ46	H3BQ46_HUMAN	ADGRG1
H3BQJ9	H3BQJ9_HUMAN	ADGRG1
H3BQW4	H3BQW4_HUMAN	ADGRG1
H3BQZ1	H3BQZ1_HUMAN	ADGRG1
H3BRA1	H3BRA1_HUMAN	ADGRG1
H3BRB4	H3BRB4_HUMAN	ADGRG1
H3BRH0	H3BRH0_HUMAN	ADGRG1
H3BRI2	H3BRI2_HUMAN	ADGRG1
H3BRI7	H3BRI7_HUMAN	ADGRG1
H3BRZ4	H3BRZ4_HUMAN	ADGRG1
H3BS14	H3BS14_HUMAN	ADGRG1
H3BS54	H3BS54_HUMAN	ADGRG1
H3BS94	H3BS94_HUMAN	ADGRG1
H3BS98	H3BS98_HUMAN	ADGRG1
H3BSB8	H3BSB8_HUMAN	ADGRG1
H3BSF7	H3BSF7_HUMAN	ADGRG1
H3BSJ6	H3BSJ6_HUMAN	ADGRG1
H3BSN3	H3BSN3_HUMAN	ADGRG1
H3BSN7	H3BSN7_HUMAN	ADGRG1
H3BSP5	H3BSP5_HUMAN	ADGRG1
H3BSR1	H3BSR1_HUMAN	ADGRG1
H3BT88	H3BT88_HUMAN	ADGRG1
H3BTD2	H3BTD2_HUMAN	ADGRG1
H3BTH7	H3BTH7_HUMAN	ADGRG1
H3BTK9	H3BTK9_HUMAN	ADGRG1
H3BUF5	H3BUF5_HUMAN	ADGRG1
H3BUH2	H3BUH2_HUMAN	ADGRG1
H3BUU6	H3BUU6_HUMAN	ADGRG1
H3BV52	H3BV52_HUMAN	ADGRG1
H3BV72	H3BV72_HUMAN	ADGRG1
H3BV84	H3BV84_HUMAN	ADGRG1
H3BVA0	H3BVA0_HUMAN	ADGRG1
H3BVD3	H3BVD3_HUMAN	ADGRG1
H3BVE9	H3BVE9_HUMAN	ADGRG1
Q8IZF4	AGRG5_HUMAN	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017
A0A087WZA0	A0A087WZA0_HUMAN	ADGRG5
O94910	AGRL1_HUMAN	ADGRL1 KIAA0821 LEC2 LPHN1
